path,has_target,pred_x,pred_y,target_x,target_y,err_px,err_km,tile_offset_x,tile_offset_y,pred_x_global,pred_y_global,pred_lat,pred_lon,target_x_global,target_y_global,target_lat,target_lon
15-12-2020_1200_1065_196,1,116,113,114,113,1.7777872247066848,7.129931693331364,1065.0,196.0,1181,309,34.15,33.05,1179,309,34.15,32.98
16-12-2020_1000_1065_196,1,162,107,164,108,2.1961712645154714,7.075711840318579,1065.0,196.0,1227,303,34.46,34.94,1229,304,34.43,35.01
26-12-2020_0700_426_0,1,102,118,107,117,4.599667781290193,16.375057693620505,426.0,0.0,528,118,41.01,10.27,533,117,41.05,10.46
28-10-2021_1500_639_196,1,61,73,59,70,3.5677573480025058,13.414064627591902,639.0,196.0,700,269,35.11,16.07,698,266,35.22,16.01
29-10-2021_0700_639_196,1,63,36,62,37,1.2422767990040882,5.532592682732132,639.0,196.0,702,232,36.51,16.27,701,233,36.47,16.23
29-10-2021_2300_639_196,1,70,36,69,37,1.563076526000477,5.544539540314424,639.0,196.0,709,232,36.51,16.52,708,233,36.47,16.48
08-11-2021_2200_426_0,1,17,185,18,181,4.418772371995777,17.799297920484292,426.0,0.0,443,185,38.29,7.21,444,181,38.44,7.24
28-02-2023_0500_213_0,1,157,149,158,150,0.900438608046388,5.72709620429367,213.0,0.0,370,149,39.76,4.48,371,150,39.71,4.52
28-02-2023_2100_426_0,1,15,184,18,181,4.794855764023657,15.926219036300731,426.0,0.0,441,184,38.33,7.13,444,181,38.44,7.24
01-03-2023_1300_426_0,1,111,147,109,149,3.1450138627978292,11.102861004235479,426.0,0.0,537,147,39.81,10.58,535,149,39.73,10.51
02-03-2023_0500_426_0,1,128,130,129,131,0.749855778283299,5.50280959459115,426.0,0.0,554,130,40.51,11.22,555,131,40.47,11.26
05-09-2023_1300_639_196,1,137,47,134,45,3.6645900950476875,11.876379588806817,639.0,196.0,776,243,36.13,18.83,773,241,36.21,18.73
06-09-2023_0500_639_196,1,132,86,133,85,1.655728224573333,5.500688873030138,639.0,196.0,771,282,34.67,18.46,772,281,34.71,18.5
06-09-2023_2100_639_196,1,107,97,105,91,5.925200722184204,24.699004647734007,639.0,196.0,746,293,34.25,17.56,744,287,34.47,17.51
07-09-2023_2300_639_196,1,153,92,156,92,2.6713782516304168,9.493702201259016,639.0,196.0,792,288,34.46,19.16,795,288,34.46,19.26
08-09-2023_1900_639_196,1,108,108,106,105,3.9601824244883734,13.090991804629397,639.0,196.0,747,304,33.85,17.55,745,301,33.96,17.49
09-09-2023_1100_639_196,1,137,127,138,126,1.6914994770963794,5.392521527474389,639.0,196.0,776,323,33.18,18.45,777,322,33.21,18.49
12-10-2010_1900_213_0,1,80,163,75,160,6.226674455815913,22.081802181895966,213.0,0.0,293,163,39.23,1.71,288,160,39.35,1.51
12-10-2010_2300_213_0,1,69,170,66,171,3.7130085786254914,9.988185658146579,213.0,0.0,282,170,38.95,1.35,279,171,38.92,1.24
13-10-2010_1000_213_196,1,114,9,111,6,3.629116153742126,16.82402938850257,213.0,196.0,327,205,37.54,3.13,324,202,37.66,3.01
06-11-2011_1500_213_0,1,137,140,136,142,2.794660646165245,9.433207376046404,213.0,0.0,350,140,40.13,3.71,349,142,40.05,3.68
07-11-2011_0700_213_0,1,180,142,184,147,6.303476578428475,26.748014466587684,213.0,0.0,393,142,40.03,5.3,397,147,39.83,5.47
07-11-2011_2300_213_0,1,177,118,181,118,3.871737312548564,12.56204594901156,213.0,0.0,390,118,41.03,5.12,394,118,41.03,5.27
14-04-2012_0300_426_0,1,200,138,201,139,1.9860416715577636,5.379620035777587,426.0,0.0,626,138,40.2,13.86,627,139,40.16,13.9
14-04-2012_2000_639_0,1,98,103,97,101,2.382747255887028,9.679481356480473,639.0,0.0,737,103,41.74,18.21,736,101,41.82,18.18
19-11-2013_1600_426_0,1,46,142,48,149,7.650944228690455,32.5929489117288,426.0,0.0,472,142,40.01,8.2,474,149,39.73,8.28
20-11-2013_0700_639_0,1,12,56,6,61,7.988382774963689,32.77112214676101,639.0,0.0,651,56,43.74,15.13,645,61,43.51,14.87
08-11-2014_0500_639_0,1,39,218,41,218,2.200118357086765,6.263477031872905,639.0,0.0,678,218,37.03,15.48,680,218,37.03,15.55
08-11-2014_0600_639_196,1,41,24,41,23,0.5345771099565604,4.298481963842991,639.0,196.0,680,220,36.96,15.54,680,219,36.99,15.55
30-11-2014_2000_213_0,1,101,161,97,161,3.768835891969631,12.62575237984454,213.0,0.0,314,161,39.3,2.47,310,161,39.3,2.33
01-12-2014_1800_213_0,1,183,165,183,162,2.945033867358975,13.467919804987233,213.0,0.0,396,165,39.1,5.48,396,162,39.22,5.47
02-12-2014_2200_426_0,1,122,134,124,134,1.860208188249176,6.246223898860526,426.0,0.0,548,134,40.34,11.0,550,134,40.34,11.07
01-10-2015_1200_426_0,1,40,157,43,159,3.8903909745412535,13.126618638460213,426.0,0.0,466,157,39.4,8.0,469,159,39.32,8.11
29-02-2016_0800_426_0,1,54,96,54,98,1.7953322635485267,9.540541850470749,426.0,0.0,480,96,41.94,8.46,480,98,41.86,8.47
01-03-2016_0000_426_0,1,122,112,121,114,2.4068180284282295,9.969438937884924,426.0,0.0,548,112,41.26,11.02,547,114,41.18,10.98
28-10-2016_1500_639_196,1,83,46,83,45,1.3763448289953137,4.237284206947617,639.0,196.0,722,242,36.14,16.93,722,241,36.17,16.94
29-10-2016_0700_639_196,1,60,67,60,68,0.9955796795119933,4.163482466305166,639.0,196.0,699,263,35.33,16.06,699,264,35.3,16.05
29-10-2016_2300_639_196,1,77,59,72,60,4.753499641932774,16.628648506739648,639.0,196.0,716,255,35.64,16.67,711,256,35.6,16.5
30-10-2016_1500_639_196,1,133,51,131,52,2.345026037503717,8.060259765396165,639.0,196.0,772,247,35.98,18.66,770,248,35.94,18.59
17-11-2017_0400_639_0,1,107,175,107,176,0.9429237153735183,4.479306402648855,639.0,0.0,746,175,38.76,18.11,746,176,38.72,18.11
17-11-2017_2000_639_0,1,112,169,111,168,1.799552465660572,5.1515159945055355,639.0,0.0,751,169,39.01,18.33,750,168,39.05,18.3
18-11-2017_1200_639_0,1,127,169,129,168,2.276378356324416,8.329122402539127,639.0,0.0,766,169,39.02,18.88,768,168,39.06,18.96
11-11-2019_0100_213_0,1,205,144,204,150,5.967862470939924,27.33196748294092,213.0,0.0,418,144,39.94,6.23,417,150,39.7,6.2
11-11-2019_1500_213_196,1,200,7,198,2,5.245941749283003,22.91913245484822,213.0,196.0,413,203,37.59,6.17,411,198,37.78,6.09
17-09-2020_1600_639_0,1,153,208,144,208,9.275203695934369,28.6691816224561,639.0,0.0,792,208,37.49,19.59,783,208,37.49,19.27
18-09-2020_0800_639_0,1,185,188,184,188,0.6300742076656224,3.2160565429096493,639.0,0.0,824,188,38.31,20.89,823,188,38.31,20.86
15-09-2020_0800_639_196,1,49,131,49,131,0.14865802806807957,0.0,639.0,196.0,688,327,32.99,15.48,688,327,32.99,15.48
16-09-2020_1800_639_196,1,95,37,97,39,2.7961249261534715,10.00613915764217,639.0,196.0,734,233,36.49,17.39,736,235,36.41,17.46
17-09-2020_1000_639_196,1,123,10,122,15,4.8327387675272275,22.453401943196724,639.0,196.0,762,206,37.55,18.52,761,211,37.35,18.46
18-09-2020_0200_639_196,1,178,1,178,1,0.33367961707536864,0.0,639.0,196.0,817,197,37.95,20.57,817,197,37.95,20.57
14-12-2020_0600_852_196,1,96,48,96,48,0.6543881598622683,0.0,852.0,196.0,948,244,36.26,25.0,948,244,36.26,25.0
14-12-2020_2100_1065_196,1,6,110,2,108,4.469063005613081,13.972587057451227,1065.0,196.0,1071,306,34.09,28.93,1067,304,34.16,28.81
15-12-2020_1300_1065_196,1,121,111,119,111,2.3497570075615974,7.150888018801752,1065.0,196.0,1186,307,34.24,33.27,1184,307,34.23,33.2
16-12-2020_1100_1065_196,1,161,108,166,108,4.745234654325498,18.30115061087585,1065.0,196.0,1226,304,34.42,34.89,1231,304,34.43,35.09
26-12-2020_0800_426_0,1,109,123,112,121,3.4474654813899512,13.324563072231024,426.0,0.0,535,123,40.8,10.53,538,121,40.88,10.64
28-10-2021_1600_639_196,1,58,69,59,70,1.3587320484717929,4.968464262017612,639.0,196.0,697,265,35.26,15.98,698,266,35.22,16.01
29-10-2021_0800_639_196,1,63,38,62,37,0.969659740097029,5.034851244435123,639.0,196.0,702,234,36.43,16.27,701,233,36.47,16.23
30-10-2021_0000_639_196,1,70,43,70,44,1.122678881773976,4.240104323486763,639.0,196.0,709,239,36.24,16.49,709,240,36.2,16.49
08-11-2021_2300_426_0,1,18,185,18,181,3.735844444125734,17.632591866915824,426.0,0.0,444,185,38.29,7.24,444,181,38.44,7.24
28-02-2023_0600_213_0,1,160,153,158,150,3.4941278055466567,15.436860825425375,213.0,0.0,373,153,39.59,4.6,371,150,39.71,4.52
28-02-2023_2200_426_0,1,24,188,25,181,6.998062086877591,30.87581649111846,426.0,0.0,450,188,38.17,7.46,451,181,38.44,7.49
01-03-2023_1400_426_0,1,109,144,109,143,1.4214562639365569,4.560331592045709,426.0,0.0,535,144,39.93,10.51,535,143,39.97,10.51
02-03-2023_0600_426_0,1,129,133,129,131,1.8660328603926366,9.221334377681373,426.0,0.0,555,133,40.39,11.26,555,131,40.47,11.26
05-09-2023_1400_639_196,1,139,44,134,45,4.9621109329956905,16.94788734607696,639.0,196.0,778,240,36.25,18.91,773,241,36.21,18.73
06-09-2023_0600_639_196,1,129,87,126,85,3.712086719082135,11.769400181248624,639.0,196.0,768,283,34.63,18.35,765,281,34.7,18.26
06-09-2023_2200_639_196,1,110,100,105,98,5.566428159787744,16.877553966340972,639.0,196.0,749,296,34.14,17.65,744,294,34.21,17.48
08-09-2023_0100_639_196,1,144,93,141,92,2.935517287995534,9.833737000233434,639.0,196.0,783,289,34.42,18.84,780,288,34.45,18.74
08-09-2023_2000_639_196,1,109,107,106,105,3.730122345931619,11.747749712490064,639.0,196.0,748,303,33.88,17.58,745,301,33.96,17.49
09-09-2023_1200_639_196,1,145,135,146,133,2.2882017183357304,8.951307299873276,639.0,196.0,784,331,32.89,18.69,785,329,32.97,18.73
12-10-2010_2000_213_0,1,73,163,73,161,2.044103638759435,9.053244710356044,213.0,0.0,286,163,39.23,1.46,286,161,39.31,1.45
13-10-2010_0000_213_0,1,68,172,67,174,2.834281434084631,9.129073464315658,213.0,0.0,281,172,38.87,1.32,280,174,38.79,1.29
13-10-2010_1100_213_196,1,123,7,120,8,3.0809530634142406,9.999809845801604,213.0,196.0,336,203,37.61,3.44,333,204,37.58,3.34
06-11-2011_1600_213_0,1,137,148,135,146,2.5837555989570333,11.554304408445152,213.0,0.0,350,148,39.81,3.74,348,146,39.89,3.66
07-11-2011_0800_213_0,1,185,142,185,144,2.028440451071566,9.145035341708326,213.0,0.0,398,142,40.03,5.49,398,144,39.95,5.49
08-11-2011_0000_213_0,1,181,116,181,117,0.7344716491107125,4.690151005608705,213.0,0.0,394,116,41.11,5.26,394,117,41.07,5.27
14-04-2012_0400_426_0,1,208,139,208,138,1.2900078375002368,4.5954254554840075,426.0,0.0,634,139,40.16,14.16,634,138,40.2,14.16
19-11-2013_0100_213_0,1,162,126,159,124,3.475532061056969,13.772481534543125,213.0,0.0,375,126,40.7,4.59,372,124,40.79,4.47
19-11-2013_1700_426_0,1,65,148,64,148,0.605600552527795,3.1181425106718295,426.0,0.0,491,148,39.77,8.9,490,148,39.77,8.87
20-11-2013_0800_639_0,1,16,50,11,55,7.288744591545907,31.02305373254478,639.0,0.0,655,50,44.01,15.32,650,55,43.78,15.09
08-11-2014_0600_639_0,1,38,217,41,219,3.443994406099107,12.168508833648913,639.0,0.0,677,217,37.07,15.45,680,219,36.99,15.55
08-11-2014_0700_639_196,1,44,23,42,26,3.1241798870021897,14.824938428294727,639.0,196.0,683,219,37.0,15.65,681,222,36.88,15.57
30-11-2014_2100_213_0,1,105,163,102,160,4.404188374548903,17.34324623357859,213.0,0.0,318,163,39.21,2.63,315,160,39.34,2.51
01-12-2014_1900_213_0,1,190,165,189,163,2.684458735663498,9.672520369935546,213.0,0.0,403,165,39.09,5.73,402,163,39.17,5.69
02-12-2014_2300_426_0,1,124,132,128,131,3.9562815279171897,13.433191430492327,426.0,0.0,550,132,40.43,11.07,554,131,40.47,11.22
01-10-2015_1300_426_0,1,46,159,49,157,3.825181662876943,12.856020287709342,426.0,0.0,472,159,39.32,8.22,475,157,39.4,8.33
29-02-2016_0900_426_0,1,53,96,55,97,2.164131348523172,7.93854573585733,426.0,0.0,479,96,41.94,8.43,481,97,41.9,8.5
01-03-2016_0100_426_0,1,126,114,125,116,2.114527623790208,9.95950516815852,426.0,0.0,552,114,41.18,11.17,551,116,41.1,11.13
28-10-2016_1600_639_196,1,85,51,81,48,4.753253517088314,16.871364557022012,639.0,196.0,724,247,35.95,16.98,720,244,36.06,16.86
29-10-2016_0800_639_196,1,60,65,59,67,2.369225104306609,9.169424239341282,639.0,196.0,699,261,35.41,16.06,698,263,35.33,16.02
30-10-2016_0000_639_196,1,76,58,74,60,2.7182107660684336,10.966196048022493,639.0,196.0,715,254,35.68,16.64,713,256,35.6,16.57
30-10-2016_1600_639_196,1,135,54,136,53,1.3344155632932764,5.606500904426784,639.0,196.0,774,250,35.87,18.72,775,249,35.9,18.76
17-11-2017_0500_639_0,1,108,177,106,175,2.6841777725907003,10.270681363105101,639.0,0.0,747,177,38.68,18.14,745,175,38.76,18.08
17-11-2017_2100_639_0,1,116,170,113,167,4.108240456538223,15.445575359057512,639.0,0.0,755,170,38.97,18.47,752,167,39.09,18.38
16-11-2017_1700_639_196,1,118,22,117,23,1.2188260010283367,5.6788691494666645,639.0,196.0,757,218,37.08,18.28,756,219,37.04,18.24
11-11-2019_0200_213_0,1,205,146,203,151,4.8161963484430705,23.261778017108437,213.0,0.0,418,146,39.86,6.23,416,151,39.66,6.17
11-11-2019_1600_213_196,1,202,11,200,5,6.180612612577086,27.048982973587776,213.0,196.0,415,207,37.43,6.25,413,201,37.66,6.17
17-09-2020_1700_639_0,1,153,210,149,208,4.659795890691308,14.34478353437472,639.0,0.0,792,210,37.41,19.58,788,208,37.49,19.45
18-09-2020_0900_639_0,1,188,189,183,188,5.47293512847504,15.931474779793577,639.0,0.0,827,189,38.27,21.0,822,188,38.31,20.82
15-09-2020_0900_639_196,1,47,133,45,132,2.0627234791241413,7.118401190766039,639.0,196.0,686,329,32.92,15.41,684,328,32.95,15.35
16-09-2020_1900_639_196,1,98,36,97,36,1.2774533055939135,3.1511098268750133,639.0,196.0,737,232,36.53,17.5,736,232,36.52,17.47
17-09-2020_1100_639_196,1,126,13,125,14,1.6086435368017977,5.726648495056943,639.0,196.0,765,209,37.43,18.61,764,210,37.39,18.57
18-09-2020_0300_639_196,1,181,1,181,0,0.969473903919788,4.431793015978116,639.0,196.0,820,197,37.95,20.68,820,196,37.99,20.69
14-12-2020_0700_852_196,1,98,47,101,49,3.622574902603389,11.597375841647533,852.0,196.0,950,243,36.3,25.08,953,245,36.23,25.17
14-12-2020_2200_1065_196,1,20,109,14,110,5.6545945548239045,22.03768743801396,1065.0,196.0,1085,305,34.15,29.46,1079,306,34.1,29.23
15-12-2020_1400_1065_196,1,126,112,124,110,3.2460827033343977,9.225899951341196,1065.0,196.0,1191,308,34.21,33.46,1189,306,34.28,33.4
16-12-2020_1200_1065_196,1,167,108,169,108,2.1446628456896457,7.338709080457911,1065.0,196.0,1232,304,34.44,35.13,1234,304,34.44,35.21
26-12-2020_0900_426_0,1,116,129,117,126,2.9603380535186465,14.29834338433596,426.0,0.0,542,129,40.55,10.78,543,126,40.68,10.82
28-10-2021_1700_639_196,1,58,69,59,70,1.4815469519899462,4.968464262017612,639.0,196.0,697,265,35.26,15.98,698,266,35.22,16.01
29-10-2021_0900_639_196,1,57,38,55,37,2.285952193670173,7.235170716901348,639.0,196.0,696,234,36.43,16.06,694,233,36.46,15.99
30-10-2021_0100_639_196,1,71,46,70,44,1.859311092031877,8.73182150336015,639.0,196.0,710,242,36.13,16.51,709,240,36.2,16.49
09-11-2021_0000_426_0,1,17,184,18,181,3.2616542679029457,13.486359298405555,426.0,0.0,443,184,38.33,7.2,444,181,38.44,7.24
28-02-2023_0700_213_0,1,155,157,157,156,2.703610658472121,7.441144697687448,213.0,0.0,368,157,39.43,4.43,370,156,39.47,4.5
28-02-2023_2300_426_0,1,31,184,32,187,2.7759933606564364,13.636546172182523,426.0,0.0,457,184,38.32,7.7,458,187,38.2,7.74
01-03-2023_1500_426_0,1,110,144,109,143,2.0540982139506063,5.483485374802221,426.0,0.0,536,144,39.93,10.55,535,143,39.97,10.51
02-03-2023_0700_426_0,1,128,129,129,131,1.7497067744653072,9.670246550154896,426.0,0.0,554,129,40.55,11.22,555,131,40.47,11.26
05-09-2023_1500_639_196,1,122,54,128,51,6.5910151946320985,24.113065468232787,639.0,196.0,761,250,35.86,18.26,767,247,35.97,18.49
06-09-2023_0700_639_196,1,130,80,125,78,5.868067058491563,16.88933079925291,639.0,196.0,769,276,34.89,18.42,764,274,34.96,18.26
06-09-2023_2300_639_196,1,111,100,105,98,6.492714364682787,19.687077639141165,639.0,196.0,750,296,34.14,17.68,744,294,34.21,17.48
08-09-2023_0200_639_196,1,151,89,148,92,3.729263282571503,16.545979311982016,639.0,196.0,790,285,34.57,19.1,787,288,34.46,18.98
08-09-2023_2100_639_196,1,117,114,114,112,3.4289342612510243,11.714892382651689,639.0,196.0,756,310,33.63,17.83,753,308,33.71,17.73
09-09-2023_1300_639_196,1,146,132,146,133,0.5102704684293705,4.006251547119138,639.0,196.0,785,328,33.0,18.73,785,329,32.97,18.73
12-10-2010_2100_213_0,1,69,166,70,164,2.0917769686374377,9.186617203183507,213.0,0.0,282,166,39.11,1.33,283,164,39.19,1.35
13-10-2010_0100_213_0,1,74,182,68,177,7.852465010158511,30.9963681581225,213.0,0.0,287,182,38.47,1.59,281,177,38.67,1.35
13-10-2010_1200_213_196,1,133,6,130,10,4.92638315688609,19.051898725259953,213.0,196.0,346,202,37.65,3.79,343,206,37.49,3.7
06-11-2011_1700_213_0,1,137,152,134,149,4.644299010486291,17.291740280497805,213.0,0.0,350,152,39.64,3.76,347,149,39.77,3.64
07-11-2011_0900_213_0,1,184,137,186,141,4.735809127869461,19.77149431243295,213.0,0.0,397,137,40.24,5.44,399,141,40.07,5.52
08-11-2011_0100_213_0,1,182,116,183,117,1.2799597875592794,5.817217181689639,213.0,0.0,395,116,41.11,5.3,396,117,41.07,5.34
14-04-2012_0500_426_0,1,211,139,214,138,3.036630834009338,10.790575160669587,426.0,0.0,637,139,40.16,14.27,640,138,40.2,14.38
19-11-2013_0200_213_0,1,159,123,158,126,2.6979145121451213,14.076802867696077,213.0,0.0,372,123,40.83,4.46,371,126,40.7,4.44
19-11-2013_1800_426_0,1,84,143,79,146,5.5924435249226665,20.735496802101096,426.0,0.0,510,143,39.97,9.6,505,146,39.85,9.41
20-11-2013_0900_639_0,1,23,44,21,50,6.186694068527502,31.71251040574263,639.0,0.0,662,44,44.29,15.63,660,50,44.01,15.52
07-11-2014_1600_639_196,1,9,39,0,41,9.719203772655977,29.84867800701689,639.0,196.0,648,235,36.37,14.38,639,237,36.29,14.06
08-11-2014_0800_639_196,1,46,27,44,29,3.0535970558021304,11.060720038154738,639.0,196.0,685,223,36.84,15.71,683,225,36.76,15.63
30-11-2014_2200_213_0,1,106,161,107,159,1.6906570699529144,9.25874159746803,213.0,0.0,319,161,39.29,2.66,320,159,39.37,2.69
01-12-2014_2000_213_0,1,195,165,195,164,0.9304929803188448,4.483192356913975,213.0,0.0,408,165,39.09,5.91,408,164,39.13,5.91
03-12-2014_0000_426_0,1,135,129,131,128,3.686116641286359,13.197704061300833,426.0,0.0,561,129,40.55,11.48,557,128,40.59,11.34
01-10-2015_1400_426_0,1,55,157,55,156,1.174141724640744,4.507176938233193,426.0,0.0,481,157,39.4,8.54,481,156,39.44,8.54
29-02-2016_1000_426_0,1,58,96,56,95,2.426525564867554,7.9345755347542255,426.0,0.0,484,96,41.94,8.62,482,95,41.99,8.54
01-03-2016_0200_426_0,1,132,118,129,118,2.791062135474469,9.383743872659027,426.0,0.0,558,118,41.01,11.39,555,118,41.01,11.27
28-10-2016_1700_639_196,1,80,53,79,51,2.005707620335394,8.685146311619077,639.0,196.0,719,249,35.87,16.8,718,247,35.94,16.77
29-10-2016_0900_639_196,1,60,66,59,66,1.0479756776629223,3.127746308043648,639.0,196.0,699,262,35.37,16.06,698,262,35.37,16.03
30-10-2016_0100_639_196,1,76,55,77,59,4.399137517311273,16.770943454366932,639.0,196.0,715,251,35.79,16.65,716,255,35.64,16.67
30-10-2016_1900_639_196,1,151,51,150,53,2.4693895706979165,9.45904030294334,639.0,196.0,790,247,35.99,19.3,789,249,35.91,19.25
17-11-2017_0600_639_0,1,109,175,106,174,3.5275012201413483,9.971898797901186,639.0,0.0,748,175,38.76,18.19,745,174,38.8,18.08
17-11-2017_2200_639_0,1,114,171,114,166,4.611732068692916,22.5506406969046,639.0,0.0,753,171,38.93,18.39,753,166,39.13,18.42
16-11-2017_1800_639_196,1,123,18,119,17,4.308780941386109,12.844342833544253,639.0,196.0,762,214,37.24,18.48,758,213,37.27,18.34
11-11-2019_0300_213_0,1,204,153,202,153,2.4910381544425184,6.251504070743636,213.0,0.0,417,153,39.58,6.21,415,153,39.58,6.14
11-11-2019_1700_213_196,1,204,15,202,8,7.42053379995866,31.191802164129793,213.0,196.0,417,211,37.27,6.33,415,204,37.55,6.24
17-09-2020_1800_639_0,1,157,208,154,208,3.1112894794356336,9.569312883585887,639.0,0.0,796,208,37.5,19.74,793,208,37.49,19.63
18-09-2020_1000_639_0,1,189,189,182,189,6.852447521963632,22.515498202371674,639.0,0.0,828,189,38.27,21.03,821,189,38.27,20.77
15-09-2020_1000_639_196,1,45,132,42,133,2.7380657509842954,10.415442017471092,639.0,196.0,684,328,32.95,15.35,681,329,32.92,15.25
16-09-2020_2000_639_196,1,100,30,96,34,5.618711121635547,22.438436668314427,639.0,196.0,739,226,36.76,17.6,735,230,36.6,17.44
17-09-2020_1200_639_196,1,127,17,128,13,4.428130123923012,18.124341596474252,639.0,196.0,766,213,37.28,18.63,767,209,37.43,18.69
18-09-2020_1600_639_196,1,199,10,193,1,10.65016624904604,41.072359310711654,639.0,196.0,838,206,37.61,21.28,832,197,37.96,21.12
14-12-2020_0800_852_196,1,104,50,108,50,3.604851983544216,13.22600054660949,852.0,196.0,956,246,36.19,25.28,960,246,36.2,25.42
14-12-2020_2300_1065_196,1,24,112,24,112,0.5805943711866339,0.0,1065.0,196.0,1089,308,34.04,29.58,1089,308,34.04,29.58
15-12-2020_1500_1065_196,1,129,108,127,108,1.7273998515908444,7.184869004755217,1065.0,196.0,1194,304,34.36,33.62,1192,304,34.36,33.55
16-12-2020_1300_1065_196,1,167,110,172,109,4.890935156365533,20.330392824362058,1065.0,196.0,1232,306,34.36,35.1,1237,305,34.41,35.31
26-12-2020_1000_426_0,1,129,132,123,132,5.536744731105802,18.74337243718314,426.0,0.0,555,132,40.43,11.26,549,132,40.43,11.04
28-10-2021_1800_639_196,1,68,71,66,70,2.1139402512382612,7.1761401744293805,639.0,196.0,707,267,35.19,16.32,705,266,35.22,16.25
29-10-2021_1000_639_196,1,55,40,55,37,3.1834492355329878,12.7571500098539,639.0,196.0,694,236,36.35,15.98,694,233,36.46,15.99
30-10-2021_0200_639_196,1,69,43,70,44,1.323668215764236,5.014737606936087,639.0,196.0,708,239,36.24,16.46,709,240,36.2,16.49
09-11-2021_0100_426_0,1,17,185,18,181,4.011614803376231,17.799297920484292,426.0,0.0,443,185,38.29,7.21,444,181,38.44,7.24
28-02-2023_0800_213_0,1,157,160,157,156,4.063836106592266,18.066944827214247,213.0,0.0,370,160,39.31,4.52,370,156,39.47,4.5
01-03-2023_0000_426_0,1,44,188,39,187,5.04172848421222,16.25049236332126,426.0,0.0,470,188,38.16,8.17,465,187,38.2,7.99
01-03-2023_1600_426_0,1,111,143,109,143,2.5081747160103838,6.239837728151371,426.0,0.0,537,143,39.97,10.58,535,143,39.97,10.51
02-03-2023_0800_426_0,1,127,131,129,131,2.2126822092021174,6.248691579214616,426.0,0.0,553,131,40.47,11.18,555,131,40.47,11.26
05-09-2023_1600_639_196,1,132,60,129,58,3.1493769743402664,11.844435354787295,639.0,196.0,771,256,35.64,18.58,768,254,35.71,18.49
06-09-2023_0800_639_196,1,128,85,126,85,1.7011408004573692,6.304192211699885,639.0,196.0,767,281,34.7,18.33,765,281,34.7,18.26
07-09-2023_0000_639_196,1,107,99,105,98,2.7974858979162494,7.104733376412095,639.0,196.0,746,295,34.17,17.55,744,294,34.21,17.48
08-09-2023_0600_639_196,1,129,97,127,98,2.0292498270714394,7.914545664076582,639.0,196.0,768,293,34.26,18.31,766,294,34.22,18.24
08-09-2023_2200_639_196,1,107,121,108,119,2.082044904632886,8.951744977626218,639.0,196.0,746,317,33.38,17.46,747,315,33.45,17.5
09-09-2023_1400_639_196,1,151,135,146,133,5.317557885525462,16.766882774233967,639.0,196.0,790,331,32.9,18.89,785,329,32.97,18.73
12-10-2010_2200_213_0,1,70,167,67,168,3.5111141886479524,9.9930936191714,213.0,0.0,283,167,39.07,1.37,280,168,39.04,1.26
13-10-2010_0200_213_0,1,71,184,71,180,4.081851957123367,17.793222580167093,213.0,0.0,284,184,38.39,1.49,284,180,38.55,1.47
06-11-2011_0200_213_0,1,163,112,167,112,3.9606564018685253,12.585030933650257,213.0,0.0,376,112,41.29,4.58,380,112,41.29,4.73
06-11-2011_1800_213_0,1,137,152,135,152,1.9226783446294484,6.289008747904962,213.0,0.0,350,152,39.64,3.76,348,152,39.64,3.68
07-11-2011_1000_213_0,1,187,141,187,139,2.4245955392004257,9.169661288603026,213.0,0.0,400,141,40.07,5.56,400,139,40.15,5.55
08-11-2011_0200_213_0,1,183,116,185,116,2.094399370691688,6.279617199457434,213.0,0.0,396,116,41.11,5.34,398,116,41.11,5.41
14-04-2012_0700_639_0,1,18,134,15,135,3.3054853388749716,10.861193389824356,639.0,0.0,657,134,40.38,15.03,654,135,40.34,14.91
19-11-2013_0300_213_0,1,157,129,158,128,1.392795746372791,5.391247448470119,213.0,0.0,370,129,40.58,4.41,371,128,40.62,4.45
19-11-2013_1900_426_0,1,95,141,94,143,2.5571050355538985,9.672827840730124,426.0,0.0,521,141,40.05,10.0,520,143,39.97,9.96
07-11-2014_1000_426_196,1,171,38,171,41,2.7043547584528103,12.694501308399436,426.0,196.0,597,234,36.39,12.61,597,237,36.28,12.6
07-11-2014_1700_639_196,1,13,34,6,39,8.434965815000242,31.524656555552788,639.0,196.0,652,230,36.56,14.53,645,235,36.37,14.27
08-11-2014_0900_639_196,1,49,34,46,34,3.320466347335626,9.39396395251547,639.0,196.0,688,230,36.58,15.79,685,230,36.57,15.68
30-11-2014_2300_213_0,1,112,161,113,158,3.5667595097971105,13.611357955932338,213.0,0.0,325,161,39.29,2.88,326,158,39.41,2.9
01-12-2014_2100_213_0,1,199,162,200,165,3.0724590079457483,13.977488290115698,213.0,0.0,412,162,39.21,6.05,413,165,39.09,6.09
03-12-2014_0100_426_0,1,135,127,133,126,1.916652048909229,7.666147696750915,426.0,0.0,561,127,40.64,11.49,559,126,40.68,11.41
01-10-2015_1500_426_0,1,68,158,61,156,7.247908675474992,23.678843930339454,426.0,0.0,494,158,39.36,9.02,487,156,39.44,8.76
29-02-2016_1100_426_0,1,56,94,58,95,2.215858573994216,7.9381714452386145,426.0,0.0,482,94,42.03,8.54,484,95,41.99,8.61
01-03-2016_0300_426_0,1,137,117,134,120,4.2623497680338716,17.1174763829686,426.0,0.0,563,117,41.06,11.57,560,120,40.93,11.46
