path,start,end,x_pix,y_pix,label
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000182/rand01/30-11-2014_2200_270_40,1,16,50.0,119.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000182/rand02/30-11-2014_2200_194_56,1,16,126.0,103.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000182/rand03/30-11-2014_2200_288_42,1,16,32.0,117.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000182/rand04/30-11-2014_2200_179_53,1,16,141.0,106.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000182/rand05/30-11-2014_2200_260_64,1,16,60.0,95.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000183/rand01/30-11-2014_2300_176_28,1,16,150.0,130.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000183/rand02/30-11-2014_2300_249_26,1,16,77.0,132.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000183/rand03/30-11-2014_2300_223_80,1,16,103.0,78.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000183/rand04/30-11-2014_2300_297_4,1,16,29.0,154.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000183/rand05/30-11-2014_2300_144_45,1,16,182.0,113.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000184/rand01/01-12-2014_0500_220_58,1,16,134.0,91.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000184/rand02/01-12-2014_0500_167_4,1,16,187.0,145.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000184/rand03/01-12-2014_0500_264_30,1,16,90.0,119.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000184/rand04/01-12-2014_0500_291_53,1,16,63.0,96.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000184/rand05/01-12-2014_0500_282_2,1,16,72.0,147.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000185/rand01/01-12-2014_0600_261_15,1,16,96.0,134.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000185/rand02/01-12-2014_0600_287_64,1,16,70.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000185/rand03/01-12-2014_0600_164_56,1,16,193.0,93.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000185/rand04/01-12-2014_0600_211_86,1,16,146.0,63.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000185/rand05/01-12-2014_0600_191_77,1,16,166.0,72.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000186/rand01/01-12-2014_0700_263_71,1,16,97.0,77.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000186/rand02/01-12-2014_0700_165_41,1,16,195.0,107.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000186/rand03/01-12-2014_0700_249_29,1,16,111.0,119.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000186/rand04/01-12-2014_0700_155_37,1,16,205.0,111.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000186/rand05/01-12-2014_0700_288_25,1,16,72.0,123.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000187/rand01/01-12-2014_0800_217_41,1,16,145.0,107.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000187/rand02/01-12-2014_0800_188_60,1,16,174.0,88.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000187/rand03/01-12-2014_0800_259_58,1,16,103.0,90.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000187/rand04/01-12-2014_0800_162_51,1,16,200.0,97.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000187/rand05/01-12-2014_0800_278_39,1,16,84.0,109.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000188/rand01/01-12-2014_1000_283_61,1,16,82.0,88.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000188/rand02/01-12-2014_1000_301_47,1,16,64.0,102.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000188/rand03/01-12-2014_1000_174_86,1,16,191.0,63.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000188/rand04/01-12-2014_1000_256_65,1,16,109.0,84.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000188/rand05/01-12-2014_1000_261_12,1,16,104.0,137.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000189/rand01/01-12-2014_1100_210_96,1,16,156.0,55.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000189/rand02/01-12-2014_1100_280_43,1,16,86.0,108.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000189/rand03/01-12-2014_1100_202_41,1,16,164.0,110.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000189/rand04/01-12-2014_1100_144_22,1,16,222.0,129.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000189/rand05/01-12-2014_1100_207_89,1,16,159.0,62.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000190/rand01/01-12-2014_1200_156_37,1,16,212.0,115.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000190/rand02/01-12-2014_1200_160_20,1,16,208.0,132.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000190/rand03/01-12-2014_1200_274_49,1,16,94.0,103.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000190/rand04/01-12-2014_1200_300_7,1,16,68.0,145.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000190/rand05/01-12-2014_1200_270_11,1,16,98.0,141.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000191/rand01/01-12-2014_1300_212_76,1,16,159.0,78.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000191/rand02/01-12-2014_1300_291_24,1,16,80.0,130.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000191/rand03/01-12-2014_1300_182_28,1,16,189.0,126.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000191/rand04/01-12-2014_1300_183_43,1,16,188.0,111.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000191/rand05/01-12-2014_1300_262_2,1,16,109.0,152.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000192/rand01/01-12-2014_1400_296_15,1,16,78.0,141.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000192/rand02/01-12-2014_1400_267_79,1,16,107.0,77.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000192/rand03/01-12-2014_1400_210_60,1,16,164.0,96.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000192/rand04/01-12-2014_1400_214_96,1,16,160.0,60.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000192/rand05/01-12-2014_1400_155_18,1,16,219.0,138.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000193/rand01/01-12-2014_1500_229_84,1,16,150.0,74.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000193/rand02/01-12-2014_1500_263_82,1,16,116.0,76.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000193/rand03/01-12-2014_1500_305_8,1,16,74.0,150.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000193/rand04/01-12-2014_1500_258_42,1,16,121.0,116.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000193/rand05/01-12-2014_1500_268_56,1,16,111.0,102.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000194/rand01/01-12-2014_1600_200_87,1,16,184.0,73.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000194/rand02/01-12-2014_1600_206_44,1,16,178.0,116.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000194/rand03/01-12-2014_1600_271_2,1,16,113.0,158.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000194/rand04/01-12-2014_1600_279_54,1,16,105.0,106.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000194/rand05/01-12-2014_1600_306_7,1,16,78.0,153.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000195/rand01/01-12-2014_1700_220_62,1,16,170.0,99.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000195/rand02/01-12-2014_1700_281_63,1,16,109.0,98.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000195/rand03/01-12-2014_1700_191_45,1,16,199.0,116.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000195/rand04/01-12-2014_1700_247_74,1,16,143.0,87.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000195/rand05/01-12-2014_1700_285_60,1,16,105.0,101.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000196/rand01/01-12-2014_1800_276_39,1,16,120.0,123.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000196/rand02/01-12-2014_1800_182_46,1,16,214.0,116.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000196/rand03/01-12-2014_1800_222_40,1,16,174.0,122.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000196/rand04/01-12-2014_1800_291_3,1,16,105.0,159.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000196/rand05/01-12-2014_1800_267_6,1,16,129.0,156.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000197/rand01/01-12-2014_1900_261_63,1,16,141.0,100.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000197/rand02/01-12-2014_1900_292_8,1,16,110.0,155.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000197/rand03/01-12-2014_1900_266_78,1,16,136.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000197/rand04/01-12-2014_1900_277_61,1,16,125.0,102.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000197/rand05/01-12-2014_1900_228_38,1,16,174.0,125.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000198/rand01/01-12-2014_2000_226_60,1,16,182.0,104.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000198/rand02/01-12-2014_2000_214_74,1,16,194.0,90.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000198/rand03/01-12-2014_2000_257_61,1,16,151.0,103.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000198/rand04/01-12-2014_2000_230_58,1,16,178.0,106.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000198/rand05/01-12-2014_2000_309_0,1,16,99.0,164.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000199/rand01/01-12-2014_2100_201_83,1,16,212.0,82.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000199/rand02/01-12-2014_2100_239_70,1,16,174.0,95.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000199/rand03/01-12-2014_2100_202_51,1,16,211.0,114.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000199/rand04/01-12-2014_2100_298_11,1,16,115.0,154.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000199/rand05/01-12-2014_2100_306_17,1,16,107.0,148.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000200/rand01/01-12-2014_2200_251_88,1,16,168.0,78.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000200/rand02/01-12-2014_2200_217_55,1,16,202.0,111.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000200/rand03/01-12-2014_2200_227_40,1,16,192.0,126.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000200/rand04/01-12-2014_2200_232_89,1,16,187.0,77.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000200/rand05/01-12-2014_2200_262_29,1,16,157.0,137.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000201/rand01/01-12-2014_2300_301_6,1,16,123.0,160.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000201/rand02/01-12-2014_2300_271_64,1,16,153.0,102.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000201/rand03/01-12-2014_2300_245_70,1,16,179.0,96.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000201/rand04/01-12-2014_2300_247_45,1,16,177.0,121.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000201/rand05/01-12-2014_2300_235_74,1,16,189.0,92.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000202/rand01/02-12-2014_1200_436_68,1,16,65.0,84.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000202/rand02/02-12-2014_1200_443_39,1,16,58.0,113.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000202/rand03/02-12-2014_1200_330_11,1,16,171.0,141.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000202/rand04/02-12-2014_1200_396_69,1,16,105.0,83.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000202/rand05/02-12-2014_1200_370_52,1,16,131.0,100.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000203/rand01/02-12-2014_1300_437_41,1,16,72.0,108.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000203/rand02/02-12-2014_1300_365_4,1,16,144.0,145.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000203/rand03/02-12-2014_1300_395_43,1,16,114.0,106.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000203/rand04/02-12-2014_1300_428_44,1,16,81.0,105.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000203/rand05/02-12-2014_1300_493_21,1,16,16.0,128.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000204/rand01/02-12-2014_1400_405_50,1,16,111.0,96.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000204/rand02/02-12-2014_1400_389_63,1,16,127.0,83.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000204/rand03/02-12-2014_1400_394_55,1,16,122.0,91.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000204/rand04/02-12-2014_1400_488_65,1,16,28.0,81.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000204/rand05/02-12-2014_1400_452_57,1,16,64.0,89.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000205/rand01/02-12-2014_1500_388_58,1,16,134.0,86.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000205/rand02/02-12-2014_1500_364_15,1,16,158.0,129.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000205/rand03/02-12-2014_1500_399_36,1,16,123.0,108.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000205/rand04/02-12-2014_1500_445_36,1,16,77.0,108.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000205/rand05/02-12-2014_1500_332_8,1,16,190.0,136.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000206/rand01/02-12-2014_1600_478_6,1,16,49.0,136.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000206/rand02/02-12-2014_1600_407_53,1,16,120.0,89.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000206/rand03/02-12-2014_1600_345_42,1,16,182.0,100.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000206/rand04/02-12-2014_1600_477_86,1,16,50.0,56.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000206/rand05/02-12-2014_1600_458_61,1,16,69.0,81.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000207/rand01/02-12-2014_1700_435_65,1,16,96.0,76.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000207/rand02/02-12-2014_1700_456_54,1,16,75.0,87.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000207/rand03/02-12-2014_1700_513_27,1,16,18.0,114.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000207/rand04/02-12-2014_1700_411_64,1,16,120.0,77.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000207/rand05/02-12-2014_1700_343_53,1,16,188.0,88.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000208/rand01/02-12-2014_1800_477_55,1,16,58.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000208/rand02/02-12-2014_1800_468_77,1,16,67.0,63.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000208/rand03/02-12-2014_1800_477_67,1,16,58.0,73.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000208/rand04/02-12-2014_1800_482_32,1,16,53.0,108.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000208/rand05/02-12-2014_1800_393_53,1,16,142.0,87.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000209/rand01/02-12-2014_1900_478_24,1,16,60.0,115.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000209/rand02/02-12-2014_1900_380_69,1,16,158.0,70.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000209/rand03/02-12-2014_1900_369_75,1,16,169.0,64.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000209/rand04/02-12-2014_1900_482_29,1,16,56.0,110.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000209/rand05/02-12-2014_1900_446_77,1,16,92.0,62.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000210/rand01/02-12-2014_2000_373_53,1,16,169.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000210/rand02/02-12-2014_2000_415_73,1,16,127.0,65.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000210/rand03/02-12-2014_2000_520_9,1,16,22.0,129.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000210/rand04/02-12-2014_2000_441_97,1,16,101.0,41.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000210/rand05/02-12-2014_2000_435_52,1,16,107.0,86.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000211/rand01/02-12-2014_2100_375_32,1,16,171.0,104.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000211/rand02/02-12-2014_2100_338_6,1,16,208.0,130.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000211/rand03/02-12-2014_2100_446_81,1,16,100.0,55.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000211/rand04/02-12-2014_2100_380_16,1,16,166.0,120.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000211/rand05/02-12-2014_2100_378_10,1,16,168.0,126.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000212/rand01/02-12-2014_2200_387_36,1,16,163.0,98.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000212/rand02/02-12-2014_2200_378_50,1,16,172.0,84.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000212/rand03/02-12-2014_2200_387_54,1,16,163.0,80.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000212/rand04/02-12-2014_2200_360_43,1,16,190.0,91.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000212/rand05/02-12-2014_2200_371_72,1,16,179.0,62.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000213/rand01/02-12-2014_2300_359_53,1,16,195.0,78.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000213/rand02/02-12-2014_2300_341_31,1,16,213.0,100.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000213/rand03/02-12-2014_2300_473_47,1,16,81.0,84.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000213/rand04/02-12-2014_2300_483_72,1,16,71.0,59.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000213/rand05/02-12-2014_2300_408_41,1,16,146.0,90.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000214/rand01/03-12-2014_0000_478_24,1,16,79.0,104.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000214/rand02/03-12-2014_0000_494_68,1,16,63.0,60.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000214/rand03/03-12-2014_0000_408_96,1,16,149.0,32.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000214/rand04/03-12-2014_0000_422_91,1,16,135.0,37.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000214/rand05/03-12-2014_0000_505_15,1,16,52.0,113.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000215/rand01/03-12-2014_0100_378_40,1,16,181.0,86.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000215/rand02/03-12-2014_0100_387_78,1,16,172.0,48.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000215/rand03/03-12-2014_0100_418_44,1,16,141.0,82.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000215/rand04/03-12-2014_0100_467_53,1,16,92.0,73.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000215/rand05/03-12-2014_0100_355_14,1,16,204.0,112.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000216/rand01/03-12-2014_0200_364_21,1,16,197.0,102.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000216/rand02/03-12-2014_0200_484_61,1,16,77.0,62.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000216/rand03/03-12-2014_0200_376_39,1,16,185.0,84.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000216/rand04/03-12-2014_0200_409_48,1,16,152.0,75.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000216/rand05/03-12-2014_0200_423_82,1,16,138.0,41.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000217/rand01/03-12-2014_0300_378_7,1,16,185.0,113.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000217/rand02/03-12-2014_0300_449_71,1,16,114.0,49.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000217/rand03/03-12-2014_0300_348_30,1,16,215.0,90.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000217/rand04/03-12-2014_0300_504_14,1,16,59.0,106.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000217/rand05/03-12-2014_0300_429_75,1,16,134.0,45.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000218/rand01/03-12-2014_0400_382_82,1,16,182.0,36.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000218/rand02/03-12-2014_0400_440_64,1,16,124.0,54.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000218/rand03/03-12-2014_0400_459_33,1,16,105.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000218/rand04/03-12-2014_0400_369_64,1,16,195.0,54.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000218/rand05/03-12-2014_0400_390_69,1,16,174.0,49.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000219/rand01/03-12-2014_0500_524_14,1,16,41.0,101.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000219/rand02/03-12-2014_0500_366_30,1,16,199.0,85.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000219/rand03/03-12-2014_0500_415_59,1,16,150.0,56.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000219/rand04/03-12-2014_0500_485_21,1,16,80.0,94.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000219/rand05/03-12-2014_0500_408_62,1,16,157.0,53.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000220/rand01/03-12-2014_0600_473_65,1,16,93.0,47.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000220/rand02/03-12-2014_0600_428_97,1,16,138.0,15.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000220/rand03/03-12-2014_0600_425_41,1,16,141.0,71.0,1
/leonardo_scratch/fast/IscrC_SAME-D/airmass/aug_tracking/row_000220/rand04/03-12-2014_0600_397_87,1,16,169.0,25.0,1
